head	rel	tail
Szechuan_Chicken	FINISH	u-y7952-hUH026MnOnjXZtSA
u-W7igKTvhP1eS2WwUhrBNOg	PICKED	u-3rpAsDtWFn77ROqL3X1PGw
Vegetable_Biryani	REMINDED	Spotty
Pittsburgh-United_States	GETTING_FROM	r-IsX2uIp6D1fpI5jQ6nv7RQ
r-KSuZD50fuYVh8Qa3zafY9A	VISITED_ON	u-pmeGrUv6S22pf38FTRYCzg
r-zfPfqvpnG1BKHQH2yGg4ZA	PICKED	u-FwgT_pZzsLCRPROEonT0fQ
r-j3LumSrsgPBWdS67zf_n2w	SERVED_ON	u-4OY8QfPV1LR3ggNN4P51OA
r-j3LumSrsgPBWdS67zf_n2w	CATAPULTS_TO	u-jqp5BEMzEUIWTCt6pezS2Q
r-9Z3GwYwvQml-ta18H2sBsg	FINISH	u-hHqH_E9FCI_B6WubV0jPYA
u-AgWz3sUCZawYG_szu7Bx3A	VISITED_ON	r-46GrMV8DVHOaFONU5AYHBw
r-EcS83vnqsfGj5TizU9Xplg	FINISH	u-whqfWVBj4x5EDboIVDOymQ
u-Uaqawx2iD0mT5YP_akJrJw	GETTING_FROM	u-mRv0t_dmwWZzm0-gFBnRlA
u-O0evs8847ecEkeFMEuK4PA	PICKED	u-OXLbpZSZiOLPry6rsA2YVQ
r-GWoqRihz0o1cEu6OdG5xhQ	FINISH	r-FEeraITx6wW8LPx_ENE_4A
u-7jL3l2fLoMIYPCBqhByagw	PICKED	u-BCjsgRFDCxGQHr0hVlwqvg
u-jpJKUxtzVHMeGt-DA1l5PQ	GETTING_FROM	r-LBMH067jwhB6opyW1rpauA
r-soerA2otJDLCkJKM36fsuA	VISITED_ON	r-xZ9ooYGr37uSskMEFoCdqg
u-jqp5BEMzEUIWTCt6pezS2Q	CHICKEN	r-Hb09_FIWLdMDpRBXeUHVuQ
r-6gEeSVTkSkjhbeMpAdUNqA	GETTING_FROM	b-qcqDjeirxvdgW5kQVkEwSA
b-qcqDjeirxvdgW5kQVkEwSA	REMINDED	u-EpRIX7o1AC0JeQgwbYVbwQ
u-1mWIqaYBzZAoz9dElYm9dw	SERVED_ON	r-pB-eC9cvGuI-SqhLO625YQ
r-7JmexaDZVTbotBVyndRRwg	REMEMBER_FROM	u-YwaKGmRNnSa3R3N4Hf9jLw
r-zerZabI-xjJAbX5YhrbIdA	CHICKEN	u-7qSOf2kaMWEhS544oIFR4w
u-ZbU40C9od3CA2CANZJ-LQg	DROVE_FROM	r-W77W48XgerisG1sOOJyL7A
u-7qSOf2kaMWEhS544oIFR4w	DROVE_FROM	r-zyiMLBBqAi2xbzxM3LtwQQ
r-LBMH067jwhB6opyW1rpauA	PICKED	r-JIcR9ifffqVZJ1ObNuRFMg
u-kPhhm_zcIsNYYtQthLX92g	PICKED	Sauced_Chicken_Dish
u-XgmEAWKBxlQ3vetV5ZXeow	CATAPULTS_TO	r-JmaIRCVHRZZMkpacl6J2ng
u-5SAuwOC7FX6dnlmgts_EoA	CHICKEN	r-Hb09_FIWLdMDpRBXeUHVuQ
u-8uahGiCvENAeWpW_LjEK6w	DROVE_FROM	u-r3-LjnU8ABaDcbc7pHbj0w
u-mQM_puoEd2BlbELbMqftXw	CATAPULTS_TO	Lamb_Shank
r-nWULDQaeQQYo6meLdQHjDg	REMINDED	r-iUaAWiEeCvsyZDNi641H-g
u-1mWIqaYBzZAoz9dElYm9dw	SERVED_ON	r-v3iBePMr1cUvWY7lKlQUHA
u-BUezGOiuNFE10oQn4uKS8Q	PICKED	u-xneOtZp6CfskRuBEy3hIXw
b-qcqDjeirxvdgW5kQVkEwSA	REMINDED	u-D3ubzB6RdOiMwJ6JFIL2Zw
Tandoor	GETTING_FROM	r-LBMH067jwhB6opyW1rpauA
u-8BJ4VEi11-XN8a-rqjo3Qg	CHICKEN	r-Hb09_FIWLdMDpRBXeUHVuQ
u-7qSOf2kaMWEhS544oIFR4w	DROVE_FROM	r-XFmIcLoeBUZKW4kuoT-uRQ
u-6LZ-WiTi8yPHdwo4C8r7dw	GETTING_FROM	r-VKuxE-N_DJvmy9Vw2rTyCw
r-NJLG401-dG13jK1d_IvaVg	DROVE_FROM	r-QtTOGAH6jatr6Xefcb1uyw
u-72binVGkuOlQ5VAF7fgeYA	LOOKED_LIKE	u-Ri3cu8XTnyA83pyJrzTMvw
r-xZ9ooYGr37uSskMEFoCdqg	PICKED	u-ckBI6eKWCL-OwT_MAwwZiA
u-kmC8nIGdQeLUOBCgRDzS8g	REMINDED	r-GY9nm8oqFTSDsf4U31Rxsw
Quiet	REMINDED	Unusual
r-SuLSMFVvTllJ6Xwrh5IuVA	REMINDED	r-9gtdMagZhI9avOHx5eNrQg
r-xP8M9bCSJTWJWyASV_DgxQ	FINISH	Scarborough-Canada
u-oCXlO9gzXBG5R_68fnV8Fw	FINISH	r-vqN9uFxsmjLDhGaCArLuwQ
u-aEdwKSzDnHIadYuWya5y_A	SERVED_ON	r-zerZabI-xjJAbX5YhrbIdA
Payasam	PICKED	u-ZbU40C9od3CA2CANZJ-LQg
r-T9NHVkcY-_NTdQi5tRX9Ng	REMINDED	r-d1nHgk-SXPRaoTN_psu1Vg
u-hHSjcM-Q2dv8e5QXk_1-bA	VISITED_ON	r-YO_HEj1RO9h7e86Lvjkkyg
Paan	VISITED_ON	r-3TgtF4SvYdchMA39otX34w
r-4NqGKLQEr6jWI_LI8ShLSg	CATAPULTS_TO	u-72binVGkuOlQ5VAF7fgeYA
r-7Qh5QOHdpl6PxeqHzdeDgw	VISITED_ON	Dirty
r-DlrqFo8Mzp3yrLVROy5HrQ	GETTING_FROM	r-xZ9ooYGr37uSskMEFoCdqg
u-OwMB_Wtbrk2dMQpugCHaIg	VISITED_ON	u-pmeGrUv6S22pf38FTRYCzg
u-tuDcXNqAks4oFPwPoQrkxg	VISITED_ON	r-UPI1kdowVdk_wwR4Z8-wTA
r-rQXUaoxjbxmkzYTZOcJWsQ	FINISH	u-oYwdLePXLiOwVsMxjzeQrg
r-FzPeYaybc4ha2cwNTzZGKw	FINISH	Shrimp
Amber_Beer	FINISH	r-apgV7k1i8e8M3obodmYmWA
u-gJqr0dtJQHt6CAzcm-n8lQ	PICKED	u-OXLbpZSZiOLPry6rsA2YVQ
u-ACxJcxfJyAiEqMvOlx1EYQ	CATAPULTS_TO	r-0-stf0NJOCI4SvVG86gqYQ
r-kg9_U49febhbIBhRaPhTrQ	FINISH	September
r-pB-eC9cvGuI-SqhLO625YQ	PICKED	u-ZbU40C9od3CA2CANZJ-LQg
Food	REMINDED	Timely
u-8BJ4VEi11-XN8a-rqjo3Qg	REMINDED	u-QcZ0n7aYFnvVKPnmWX51Qg
r-pB-eC9cvGuI-SqhLO625YQ	REMINDED	Goat
r-oQJ5DlXgf5soaxwiCOf_mw	PICKED	Lamb_Qorma
r-wb46WKNAo-XVvWniQ7ehzg	CATAPULTS_TO	r-3TgtF4SvYdchMA39otX34w
r-LBMH067jwhB6opyW1rpauA	LOOKED_LIKE	u-Ri3cu8XTnyA83pyJrzTMvw
u-rjHifu1-nXMoDlFUQryi1w	VISITED_ON	r-IsX2uIp6D1fpI5jQ6nv7RQ
u-sx3pDgr-_DCEWqWUX_0jNg	FINISH	Coffee
r-WiRgFmPrf2lrbGmyJXs2HQ	GETTING_FROM	u-5SAuwOC7FX6dnlmgts_EoA
r-Urphd8pUeya9GILJIy9k8g	FINISH	r-1ln-XLyClpggLnADlIUJOA
u-IgjjNyJt8l_SKcl0KPYgVA	RECOMMEND_FOR	r-0URwRzJ9He5VvgZl9Uqysg
u-9gX29q0kEr2L35YmCgz4pw	FINISH	Fried_Rice
u-nTOygBljC0eBLS_cA1R8nA	FINISH	r-Krm4kSIb06BDHternF4_pA
r-oeuAOUiwSdhP5lmp24LOoA	GETTING_FROM	Dirty
r-IsX2uIp6D1fpI5jQ6nv7RQ	CHICKEN	u-Klxao-Rz-2_RA7LHnd5jag
u-PkRFSQgSfca9Tamq7b2LdQ	VISITED_ON	Lamb_Shank
r-b7vjb-ZX0uxsrAfd8RxxCA	FINISH	b-_PKXarw3GjlbwbXhjdpUMA
u-ya8KfOxGRUlP7bOutxedqA	REMEMBER_FROM	u-gRbkblNQoomLS7NjNwjcrQ
r--I6_M7eiY-5KvvpvXEV70A	GETTING_FROM	r-286WxNrQsUg32J9OJrxYBw
r-fTQnlwT_PiK2b1iDF6cBlw	VISITED_ON	r-wnHZKjrglm_65dFULTYNyg
u-r3-LjnU8ABaDcbc7pHbj0w	SERVED_ON	u-BUezGOiuNFE10oQn4uKS8Q
u-iXe4g1k1loYPJSD-BZ38Hw	VISITED_ON	r-aFPjqclPBIiTkyW1bYAjOA
r-bguhZUyqDmjb7hgiggEO5g	FINISH	r-ZgCYd9RTyz_VYhvxjUxOyg
r-wiVDNBQB7rfNmsw347fPrA	REMINDED	r-MKZqqG8bHWnJdViYGz7MfQ
u-4iGLmf-RR69KhpjIk-EMPw	VISITED_ON	u-2K50D1mnCCO1sLcsABEQlw
r-7ll19y8-Y8QrrnPThDMwrA	GETTING_FROM	r-kIVdLB56Q7caOLV_RR0pFQ
u-zOV8SA3Le4THJE1OiGYS4g	CATAPULTS_TO	r-286WxNrQsUg32J9OJrxYBw
r-pB-eC9cvGuI-SqhLO625YQ	PICKED	u-j8wdGuvtq29p5wC_A_0q1w
r-ItBWCeXGoXZGPx685WV2eQ	REMEMBER_FROM	u-nszzLIrhrbJRDNOX0W50Fw
r-j3LumSrsgPBWdS67zf_n2w	CATAPULTS_TO	u-5SAuwOC7FX6dnlmgts_EoA
Ice_Cream	GETTING_FROM	r-zfPfqvpnG1BKHQH2yGg4ZA
r-2T_y94XbzQvunPegpMA1Ew	FINISH	u-WxnV04J-4oIh_JzbPSCplg
u-ugLzELm2bWV_7fvDKjBaZw	VISITED_ON	r-JmaIRCVHRZZMkpacl6J2ng
r-ahu3ZcaYAoInnZnpPu7vhQ	SERVED_ON	u-tRmW0n2d_Q4c_TXqfUSINA
r-zerZabI-xjJAbX5YhrbIdA	REMINDED	r-A15r24w8k43XhdkXG3ZwFQ
u-kR1er75QP_E4xBBFlrbAYA	VISITED_ON	u-UAULEDfAO5LMZh5l4bIVJw
r-286WxNrQsUg32J9OJrxYBw	REMINDED	r-0NQPq54BkaLCd-Tld0isPA
r-7ll19y8-Y8QrrnPThDMwrA	VISITED_ON	r-kIVdLB56Q7caOLV_RR0pFQ
u-K1CMj-GuCSauFP3zMWDwpg	FINISH	r-koM8ZKG7t0jRhXiJnQnZ5Q
r-yYs7WnBMoZdYsKOM7DYpXg	REMINDED	r-WvScCg4EMb89n7KSZjGPCg
Payasam	REMINDED	u-GbE4b9qRrrOEAvRFXvZrfQ
b-gsc1j3RZQdScBnULSwaV9A	GOES_WITH	u-gesK7Oep93G_ViOFNiRjxQ
r-cU3VgwYvQS7jrwujPOZPKw	VISITED_ON	u-jqp5BEMzEUIWTCt6pezS2Q
r-0TBvI95T0EP6IeBVYOW7Cw	CHICKEN	u-7qSOf2kaMWEhS544oIFR4w
u-hDWAEtnVAK--3aywb26hig	REMEMBER_FROM	r-S76Q-vUQm6Mkrvr3tPZbaQ
r-dWk_YkzguQVfSEBetOPUTw	REMINDED	u-fuRYHgdMpiI9Gh6wtO6eEA
r-9-KfBVjaxWjrJ4QE4056PQ	GETTING_FROM	r-LBMH067jwhB6opyW1rpauA
u-h7jpFoGLgBtCUHpSt6QOrA	REMINDED	u-HVq7SYfZ4hpFFVsAU_Ub_Q
r-96l452oLbs4A9ZCQ0vIn2A	GETTING_FROM	r-6iYuO2eDWIIPbT21k1cLxQ
r-7BEYqR-rrGUMRvVhf7fa1Q	DROVE_FROM	r-RC0TCm156bDm-M33GSnugA
r-GQXZ_jZTd1Qwdj7opaYQyQ	CHICKEN	u-IgjjNyJt8l_SKcl0KPYgVA
b-AZKhBlrI5vgTBm3j9WwnbA	VISITED_ON	u-X9sQEge15Ud_UyEoIk-l3A
u-BP0Qe_iFslyq7t6Xugvzrg	FINISH	r-ADYLnmvurZm-IoT-Pns4Hg
u-cXlHM3XZRWmiBqVlFZM-Ig	FINISH	u-kBvax4FdQHBuNM-aM-IlsQ
u-xneOtZp6CfskRuBEy3hIXw	DROVE_FROM	u-7jw2VAbnGkr0GF6evuvViQ
u-FcufsSaz59BJtNv3ibL10A	VISITED_ON	r-286WxNrQsUg32J9OJrxYBw
r-W77W48XgerisG1sOOJyL7A	CATAPULTS_TO	r-v3iBePMr1cUvWY7lKlQUHA
r-YO_HEj1RO9h7e86Lvjkkyg	CONVINCED_WITH	Lena
r-LBMH067jwhB6opyW1rpauA	CHICKEN	u-IgjjNyJt8l_SKcl0KPYgVA
u-gNHDBmjOuTJEhBq07rJQrQ	VISITED_ON	r-dkcgu0cstw04dC5Jva7RHw
r-2T2WRcX3E-5eobRfu3_xuw	CATAPULTS_TO	r-AZQ21cTR4a4kc7hZZV_IEQ
r-3vI2Qsnz3DD1p2qkErljYw	VISITED_ON	r-YO_HEj1RO9h7e86Lvjkkyg
u-fpS84y0mYBGDDIO3BeegHw	REMEMBER_FROM	u-2p7wg_4xvgs8nWLkrU-puQ
u-65UXy9qtuLUI93cK8VcDxg	VISITED_ON	u-eSqCqWxdazlz9KGlNC7g_g
u-r3-LjnU8ABaDcbc7pHbj0w	SERVED_ON	r-dkcgu0cstw04dC5Jva7RHw
u-h7jpFoGLgBtCUHpSt6QOrA	CHICKEN	u-IgjjNyJt8l_SKcl0KPYgVA
r-DaecmJEqBuMZkr7r546ehQ	VISITED_ON	r-pB-eC9cvGuI-SqhLO625YQ
u-dwM9bipDoFdI2mIqsJjD7w	VISITED_ON	u-olilkogLmuKWp00F_8Au3g
u--d2daWmftYumOaYpbD5D8Q	SERVED_ON	u-BUezGOiuNFE10oQn4uKS8Q
Medu_Wada	PICKED	r-q86surSx6_Cb28RsEpgTgg
r-YU54kpeyoqTNWL7vN8tNow	VISITED_ON	u-AayiOKLJ3u20zhOChF6RmA
u-W7igKTvhP1eS2WwUhrBNOg	REMINDED	r-MQbx_JP_BJgARlsdKotFig
u-olilkogLmuKWp00F_8Au3g	REMINDED	b-_PKXarw3GjlbwbXhjdpUMA
r-b7vjb-ZX0uxsrAfd8RxxCA	REMEMBER_FROM	r-DkN1L3EFmxW_0L7CeY1-fg
r-s_Xus88sZrjZ0YW63pqw4A	FINISH	u-cfnq8BufKtd0YYCuCXzwKw
r-IsX2uIp6D1fpI5jQ6nv7RQ	REMINDED	r-LOvxhLiQWl5EiWkfIjuVmQ
u-eeHkL577GLoekAV9TsTTkA	REMINDED	u-It-sLq9NQMIl9tqdY31Tyg
r-8OgFDZAR2qb5vo2zp_TGXg	VISITED_ON	u-tRmW0n2d_Q4c_TXqfUSINA
r-e9Ve9nzlslW6O_Q_5ZTeLg	FINISH	r-O2tboF2766yHtc5eF6ZniQ
Masala_Fish	GETTING_FROM	u-xX2d5O4VNdaoLh0tbY8J-w
u-olilkogLmuKWp00F_8Au3g	CHICKEN	u-7qSOf2kaMWEhS544oIFR4w
r-0-stf0NJOCI4SvVG86gqYQ	CHICKEN	r-Hb09_FIWLdMDpRBXeUHVuQ
u-x79m8IG90FAMLyv0f2jBeA	REMEMBER_FROM	u-sZo-AQkZgrcBjYKFlfB5nQ
r-_qRSb1AldhPSEw1k4GPr8g	VISITED_ON	r-XtMXDKsDQZlOVhxwOxTCBg
r-UFxyYGZanG_wwmY10zNDjA	VISITED_ON	u-mRv0t_dmwWZzm0-gFBnRlA
r-j3LumSrsgPBWdS67zf_n2w	CATAPULTS_TO	r-v3iBePMr1cUvWY7lKlQUHA
u-2K50D1mnCCO1sLcsABEQlw	PICKED	u----1lKK3aKOuomHnwAkAow
Rick	VISITED_ON	r-buUZ8lssJrqB6TzyHNSlvQ
u-Y_8vdnXKwjfj2YH09vXSGA	VISITED_ON	u-pmeGrUv6S22pf38FTRYCzg
u-STskVv3kxVerS9OAc36FiQ	GETTING_FROM	r-GQXZ_jZTd1Qwdj7opaYQyQ
u-olilkogLmuKWp00F_8Au3g	REMINDED	r-1cXn3Ru3uEH3jnezfzHL0Q
r-l9L8gzi9M87HyfduwM8B1Q	VISITED_ON	r-AZQ21cTR4a4kc7hZZV_IEQ
u-r3-LjnU8ABaDcbc7pHbj0w	CATAPULTS_TO	r-Vjw4CEZpp6ZHCWAAUHAjqw
u-FTpQEPNa_h-5FoQ-Xk3Hww	VISITED_ON	r-aFPjqclPBIiTkyW1bYAjOA
r-46GrMV8DVHOaFONU5AYHBw	REMINDED	u-CTavgBU-A8wQgmvp07FCeg
r-286WxNrQsUg32J9OJrxYBw	CHICKEN	r-VgUQazY0p6F9drCWZ0ho4A
r-5KF82p1QYGPopuaC2mSHLw	EATING	Diet_Coke
u-4OY8QfPV1LR3ggNN4P51OA	REMINDED	u-ONGiC7jc0KDqqVcAXHjl5Q
u-r3-LjnU8ABaDcbc7pHbj0w	CATAPULTS_TO	r-SuLSMFVvTllJ6Xwrh5IuVA
u-4lvyTtfuz4a1NuOwH22jMA	REMINDED	u-PCFTWXdoljAB8JRJ0jQAEg
r-5oF3V6UOM1BZwef1t0o4mw	GETTING_FROM	r-46GrMV8DVHOaFONU5AYHBw
r-oQJ5DlXgf5soaxwiCOf_mw	PICKED	u-nszzLIrhrbJRDNOX0W50Fw
r-286WxNrQsUg32J9OJrxYBw	REMINDED	r-C2w9HCzT0vmb93BYE0f9HA
r-oQJ5DlXgf5soaxwiCOf_mw	LOOKED_LIKE	r-ces6CMPa5hqgg2JYtXy09g
r-WNC6RTNZ0EBRZ56HrTj16w	VISITED_ON	r-XtMXDKsDQZlOVhxwOxTCBg
Payasam	REMINDED	r-KJXZr0I9BCu5SGVrzBBDqw
Gunpowder_Prawns	GETTING_FROM	u-pmeGrUv6S22pf38FTRYCzg
r-UQ5lb9hgCUJ633XoFAgu3Q	GETTING_FROM	r-XtMXDKsDQZlOVhxwOxTCBg
u-r3-LjnU8ABaDcbc7pHbj0w	SERVED_ON	u-TotJG9Wuji9m5m3KhLWajQ
r-MkQRq92l_iPhNb9j1bs40g	REMEMBER_FROM	r-GYwPwvH2LJX5PJwFYZPhfw
u-Klxao-Rz-2_RA7LHnd5jag	DROVE_FROM	u-PcbsVShGWMQ0vi-SAHtrQw
r-4rZzWhF7ljrmsLO_clKvHA	GETTING_FROM	Meetha_Paan
u-ZPz3QcLM9cBmS7znlLEb3Q	FINISH	r-BfvKRF89ENY0NHlSQNhlvQ
u-WBsqfXYQm6F2T0eMpCdaEA	DROVE_FROM	u-mK_kHEUabQJW5oOJwdOvmQ
b-qcqDjeirxvdgW5kQVkEwSA	REMINDED	r-7F9U3q-VjuI_9foeZGD3Ug
u-XgmEAWKBxlQ3vetV5ZXeow	CATAPULTS_TO	r-3TgtF4SvYdchMA39otX34w
u-tG24pgYOAyEONNhgmhVO-Q	DROVE_FROM	u--d2daWmftYumOaYpbD5D8Q
u-8ERB5c1CaRkW990-RNG7zQ	DROVE_FROM	Chick_Tikka_Masala
u-94J1J7zJCVgfN8bz1qF-8g	CATAPULTS_TO	u-xX2d5O4VNdaoLh0tbY8J-w
u-8OZ0XguTupUeWpeAZ7u7MQ	GETTING_FROM	r-JckCEB5nmwsYAe8_0lhtCA
u-W7ZFD8xThjOX7_O0FDH5kA	FINISH	r-cFerfuHO1L_Ld0BRr_iv1g
b-rYziPPEILDXJ_F5uKR--YQ	GETTING_FROM	r-IsX2uIp6D1fpI5jQ6nv7RQ
u-olilkogLmuKWp00F_8Au3g	REMINDED	r-go-WbT8-lniKhimOvWQK3Q
u-nszzLIrhrbJRDNOX0W50Fw	DROVE_FROM	r-ib72sA16PuzeY_DsXCTskw
u-nrUz27WKP4CCRaVhacp4jw	FINISH	u-SiX9g5tXACCcsjvWXERxkw
r-dkcgu0cstw04dC5Jva7RHw	REMINDED	u-LWu1oEhz4jhiV1o5K4amKA
b-7vgWonwfqRt9pxR1c00Ulw	FINISH	r-n8YgSRRcWl1IqX8C0yTsWA
r-0-stf0NJOCI4SvVG86gqYQ	PICKED	r-9Lgein7KsSwk3Tpro3CvFQ
r-Hb09_FIWLdMDpRBXeUHVuQ	DROVE_FROM	u-XgmEAWKBxlQ3vetV5ZXeow
r-JckCEB5nmwsYAe8_0lhtCA	REMINDED	Mimosa
u-FLqCcsb4ihFNm1pxCI5Stg	VISITED_ON	r-JckCEB5nmwsYAe8_0lhtCA
r-gbLAFeEqIyUIVvhVlPN4GQ	VISITED_ON	r-xZ9ooYGr37uSskMEFoCdqg
u-ZuWAof5l6yKeft-F1QCWSQ	FINISH	r-2XA05MJdMa4iyWWGKxBCxA
b-qcqDjeirxvdgW5kQVkEwSA	REMINDED	r-3_9H8paYnbZydDGiXRWEHg
r-Fln9XOnmpLPD7StrTLVq-g	VISITED_ON	u-kmC8nIGdQeLUOBCgRDzS8g
u-XrhdADVwLU3Wg-aUBbjk0w	GETTING_FROM	u-AvC5XQAElcGAAn_Wr5auEg
r-uoXRzw0oLVURO-0hwPr1Xg	HAD_WITH	u-Ri3cu8XTnyA83pyJrzTMvw
u-AvC5XQAElcGAAn_Wr5auEg	PICKED	u-xneOtZp6CfskRuBEy3hIXw
r-nWULDQaeQQYo6meLdQHjDg	REMINDED	u-zsKcX9OYMoWzyyLxEPJQnA
u-72binVGkuOlQ5VAF7fgeYA	PICKED	u-2Z4l-vekzp0KGheeUoSxQA
u-dlYWvO6H80qteMucEVPeKg	HAD_WITH	r-v3iBePMr1cUvWY7lKlQUHA
r-ilt65GBp-LUKOnmYsac_4w	FINISH	Bombay Mahal
r-Q2eGO2M-T9JBGvPLpV1g-w	LOOKED_LIKE	Chicken_Spinach_Dish
Payasam	REMINDED	u-8rBMohJdkfLhZvC_79sVaA
r-pB-eC9cvGuI-SqhLO625YQ	PICKED	r-_h9XS3Q5ii7CmxTSmt5JGQ
r-LDlo6zndFbVUx0ukhMDx8Q	REMINDED	u-TUPWls9n9iXFRgHVg2FNMw
u-O0evs8847ecEkeFMEuK4PA	REMINDED	Fish_Pakora
r-gQAp4vDr98pw_htkJoAhvg	SERVED_ON	u-kmC8nIGdQeLUOBCgRDzS8g
u-RMrZkLDre6UGVgTVPbE3Uw	CONVINCED_WITH	r-gRmAHym70YrTHrfyavVrZA
u-ddPkNUNPtp-aaqjUgsTxBQ	PICKED	r-j5UMmH1ZrrS75Gikz2GhEQ
r-O7uA7bbfKOWaQwJdCAvYYw	GETTING_FROM	u-h7jpFoGLgBtCUHpSt6QOrA
r-7BEYqR-rrGUMRvVhf7fa1Q	DROVE_FROM	r-ib72sA16PuzeY_DsXCTskw
r-LbkcYtVwjkC7rcSGfjXdCQ	VISITED_ON	r-JckCEB5nmwsYAe8_0lhtCA
r-C0CRW9VBcoSz0MRVUevq1Q	FINISH	Disgust
Medu_Wada	PICKED	u-U5YQX_vMl_xQy8EQDqlNQQ
Lamb_Shank	PICKED	u-3aGRbM1U4iABY7CLsMOxFQ
u-I7C4nahTiMYRxNe6up8LZw	GETTING_FROM	r-wnHZKjrglm_65dFULTYNyg
r-KAy_e9h5sLpARBEnECHbpQ	FINISH	Bbq_Chicken
r-ib72sA16PuzeY_DsXCTskw	SERVED_ON	u-ddPkNUNPtp-aaqjUgsTxBQ
u-AvC5XQAElcGAAn_Wr5auEg	REMINDED	u-V7VWzaqpycn2-3Hp-WTTTA
u-X9sQEge15Ud_UyEoIk-l3A	CHICKEN	u-7qSOf2kaMWEhS544oIFR4w
u-icPXBpFXaeBxt7s0WP4hFg	FINISH	Manchurian_Beef
u-UAULEDfAO5LMZh5l4bIVJw	CHICKEN	u-7qSOf2kaMWEhS544oIFR4w
r-hvzmYeevNqZe4S8GuAIGGQ	VISITED_ON	u-W7igKTvhP1eS2WwUhrBNOg
u-sevuUDFe6hw9Xy5QcyzQFw	GETTING_FROM	r-0-stf0NJOCI4SvVG86gqYQ
u-kmC8nIGdQeLUOBCgRDzS8g	REMINDED	u-_Do_FsaqTv8N1p7DdGH1wA
u-eeM6rtfuF7PcA1VfgZchEw	GETTING_FROM	u-pmeGrUv6S22pf38FTRYCzg
u-hp6KQCEHBjENN1Q98oT0dg	VISITED_ON	u-Rg0sroYoSGcPh98VTuNwYA
r-LDlo6zndFbVUx0ukhMDx8Q	PICKED	u-nszzLIrhrbJRDNOX0W50Fw
r-GQXZ_jZTd1Qwdj7opaYQyQ	REMINDED	u-pDJfDB4wsLhLsO95aa0qFg
r-j3LumSrsgPBWdS67zf_n2w	CATAPULTS_TO	r-XrIGPT_Uy-8Y89E1XrbCQg
r-3TgtF4SvYdchMA39otX34w	CHICKEN	u-7qSOf2kaMWEhS544oIFR4w
u-O0evs8847ecEkeFMEuK4PA	REMINDED	Chicken_Bones
u-CPuL_Jdh2PpngXDyOAEQcg	VISITED_ON	u-pmeGrUv6S22pf38FTRYCzg
r-lJPAVzQVsM1Lnp0ZRWWQTA	VISITED_ON	u-AOvL-UrNpwqxf9zBJ4mN_w
r-IsX2uIp6D1fpI5jQ6nv7RQ	REMINDED	u-LyqT8vT-cQr0c13_pulFoQ
u-DEjUHO2E7AoMG5bkxU5aQg	GETTING_FROM	r-F6px98jQBMDSWkFyMjptQw
u--d2daWmftYumOaYpbD5D8Q	SERVED_ON	u-x8GuHHp7EJylrrq9HqL0fA
u-H7x9sZ0aXkI6zU1yy6NuEw	FINISH	r-4wcR1uCjKLAI1jMiBrRzIg
u-eSqCqWxdazlz9KGlNC7g_g	REMINDED	Cilantro_Chutney
r-IsX2uIp6D1fpI5jQ6nv7RQ	PICKED	u-xneOtZp6CfskRuBEy3hIXw
r-Hb09_FIWLdMDpRBXeUHVuQ	DROVE_FROM	u-7jw2VAbnGkr0GF6evuvViQ
r-XtMXDKsDQZlOVhxwOxTCBg	CHICKEN	r-Hb09_FIWLdMDpRBXeUHVuQ
r-oQJ5DlXgf5soaxwiCOf_mw	REMINDED	b-vZu3xxlMQSqFngDgdFLfXg
r-dkcgu0cstw04dC5Jva7RHw	PICKED	r-qpZ6oUWxZgiBuUAgnBoz0g
u-DEjUHO2E7AoMG5bkxU5aQg	FINISH	r-x5IFPHs9vxCjh2NsXbJzgg
u-5SAuwOC7FX6dnlmgts_EoA	REMINDED	r-S2ajZ7aI0XGuw6W-T9aIvQ
r-kLQWyaZTDwuy4w1P1AEgvw	GETTING_FROM	r-0TBvI95T0EP6IeBVYOW7Cw
r-N7nVucdUxdpTFjdbYXvYXw	DROVE_FROM	u-r3-LjnU8ABaDcbc7pHbj0w
u-RZ4uVaorzaWMjeCBxCU55g	CATAPULTS_TO	r-XrIGPT_Uy-8Y89E1XrbCQg
r-kQd1dP1W5eUljbfbVW9pqg	FINISH	u-ibR7A7zUsNrEFb61xELiJQ
u--d2daWmftYumOaYpbD5D8Q	SERVED_ON	r-o7cYgVoPYaLrJV9au86F5A
r-xViywb3WL2By_nHBYEXUcg	VISITED_ON	Lamb_Shank
u-badqE935Y9A1_lSNVrE4lw	CATAPULTS_TO	u-pXZu2slCZS3BbFyG_UCG5Q
u-1XGHdQXTNHtuzGdQu47n4g	VISITED_ON	u-5SAuwOC7FX6dnlmgts_EoA
u-JHCs-fyEMnKjWQkQvRSORQ	REMEMBER_FROM	r-CmEo4lFkSh85UwZ_m7g8vQ
Shrimp_Pekoras	CHICKEN	r-Hb09_FIWLdMDpRBXeUHVuQ
Vegetable_Biryani	DROVE_FROM	r-tipn_fKY6fEBdO807A2TMQ
b-c4qE3ygdEQUD9dZjganavA	FINISH	u-iT0lKL00EWx0MX9FvUwyZA
u-2S07Wh6R_5C5ZIjzQZfxbg	VISITED_ON	u-UAULEDfAO5LMZh5l4bIVJw
r-qjbF4APi1GvVTkhm3g4Nvw	VISITED_ON	r-LBMH067jwhB6opyW1rpauA
u-4OY8QfPV1LR3ggNN4P51OA	REMINDED	Chai
