subject,predicate,object
u--Pa4gci1ZPRf8cdBXtblhQ,WRITE_REVIEW,r-RYyKKHd9u53WaocfkPOuXg
Staff,IS,Staff_Helpful
b-OZwMMnRncrp7_uC-N3vV1Q,HAS_REVIEW,r-9IRPAMXUsCb4kXokFvJ2uA
Chutney,IS,Chutney_Fresh
Staff_Friendly,ASPECT_ATTR_FOR,b-S4qUsi44l5D9BbUCkhwQEA
b-SxuD7iY8QO88PNbSdNmNKg,HAS_REVIEW,r-eJg1QaNpE8X0PYhImVS0_A
b-UAXz2KC1aXpxzV-MLdXbmQ,HAS_MENU,Crispy
Delicious,MENU_ATTR_FOR,b-Eu-M3y8a5bIxIRXlCj9yHA
b-hubbaEcYPYEZu5Ziz6i0lw,HAS_MENU,Barah_Kebab
b-sUGlSS0AF2xPYFEjvKJbSA,HAS_ASPECT,Food
b-LwXo16VrGPhhOWc_Wj7ifw,HAS_ASPECT,Staff
u-qewG3X2O4X6JKskxyyqFwQ,ORDER,Daal_Makhaani
u-3aGRbM1U4iABY7CLsMOxFQ,WRITE_REVIEW,r-renxG6L9mxEPTibv1jwNpA
b-tIXpNWE6R1yadAThbSefHw,HAS_REVIEW,r-Swt3PZMk0YrQOh5_8ilRxw
b-DKqhCd3Vwl3CEo8vUHhLYg,HAS_MENU,Lamb_Vindaloo
Biryani_Good,MENU_ATTR_FOR,b-P4h8kgy_48oE9vCHJc4BCQ
Service,IS,Service_Fast
u-ylku-3TJU62S1mnKlxDDtA,RATE,b-5eDg_Y2N6aU_k7tIxoFXTg
b-j4ytRzcmtU4cLMBrhY7jMA,HAS_CATEGORY,Vegetarian
u-aypH7RlO7B0mXngTXXhFNA,VISIT,b-TTCZkfxt0GW8YUzdVe0PrA
Staff_Friendly,ASPECT_ATTR_FOR,b-gw0ZS5b5RP3Lzr1BoCbALg
b-qcqDjeirxvdgW5kQVkEwSA,HAS_REVIEW,r-jzKV5_n8g7jPErFn09b71Q
u-cia9AQpGC7wLGHMQOv_qoA,RATE,b-V_jIfMz9Z7a5mthleRq0_w
u-RfJZACrrqOoAVwKU311jcg,RATE,b-MMOEaEcq-bsg_RYWHSC4_g
u-M4P02bBbTauuwP6OhGpT-g,RECOMMEND,b-ZJ0gQp0fcnIDiZv0m9--Gg
Food,IS,Food_Delicious
Vegetable_Pakora_Phenomenal,MENU_ATTR_FOR,b-DxbdfvNYPCyiLJDDPJK3Tg
u-X6wbOm865HPjS94-yMXT9Q,ORDER,Chicken_Curry
u-JwHGAta7sEXXeyBnhqjvBQ,WRITE_REVIEW,r-gxqRuZltwMbtLQEMJ-tDYw
u-ibfw2LUjalN25aZYDY6EuQ,WRITE_REVIEW,r-DmrE4UGHaeEGGIqtbs-sVA
Staff_Welcome,ASPECT_ATTR_FOR,b-S4qUsi44l5D9BbUCkhwQEA
Tandoori_Roti_Great,MENU_ATTR_FOR,b-gw0ZS5b5RP3Lzr1BoCbALg
Mushroom_Masala,IS,Mushroom_Masala_Amazing
b-MMOEaEcq-bsg_RYWHSC4_g,HAS_MENU,Chicken_Tikka
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_CATEGORY,Desserts
Service_Good,ASPECT_ATTR_FOR,b-DJuQgsoj-qmU0i5iTAa4aA
u-9DKaqOhqQHbbgV5aQ5kxpA,RATE,b-xA6L2w_TlbxHubb1xeBE8w
u-V_pw1PPGe6YbRl4-JpXfYQ,VISIT,b-nbf4o8gUP2y9JKFE2wBO2A
u-RAOZ3SzKlmxY3iDIlBb0dw,VISIT,b-vCx6uieEF0W0mKFK4sT3Yg
u-_BDrQY74qa1bEoWnjSjrLQ,RATE,b-XvuUYiJYAAiNC4AmdbBZ8g
b-scM6rLQqoz5dEIgwz_JFsg,HAS_MENU,Chicken_Tikka_Masala
u-UkiH9FHWesHo3dmwikKWsw,ORDER,Roghan_Josh
b-hubbaEcYPYEZu5Ziz6i0lw,HAS_REVIEW,r-GsHe3abEvW4qEgbWUXFA9Q
b-kG0N5urz2lkPEBDPjqFR3w,HAS_MENU,Chicken_Curry
Chicken_Biryani_Good,MENU_ATTR_FOR,b-BxkVct02QHybp54ATZgkUQ
u-4oSS12CndpO2e5NWDTRIsw,VISIT,b-gA4bnK91phT5FTzG4ki3Dw
Chicken_Korma_Die,MENU_ATTR_FOR,b-hubbaEcYPYEZu5Ziz6i0lw
b-oX6y1Jm1jYLoWifmIrtaSQ,HAS_REVIEW,r-Q0Q7hcApktvyrJxdDgZ50g
u-quis0L_iyN20UqaICzVhuQ,RATE,b-XvuUYiJYAAiNC4AmdbBZ8g
b-RE4qn28MEiDrM1PbdYVgxA,HAS_ASPECT,Staff
b-DKqhCd3Vwl3CEo8vUHhLYg,HAS_REVIEW,r-ZuvFZ3zy9dk8X3tkIMgYAw
u-Xmf0hrZ1S4zBcQ7GmidJ2Q,RATE,b-eRZuxjnaMviiVyvhejwTBQ
u-43gQxtscCBxJGcYfnBIPuw,WRITE_REVIEW,r-PC4qeNe10YN70Ds7FDQr1g
u-i_FXWLldE2DKgvE8dXwp2A,HAS,Food
u-mHQ4Q38MxPRQxo2ubevAMQ,WRITE_REVIEW,r-9UwpHIecs05zQzsVC6yZew
b-rYziPPEILDXJ_F5uKR--YQ,HAS_MENU,Batata_Vada
u-VDjzt6N--TMXH4E7Y6ialQ,WRITE_REVIEW,r-c_YrlcbqP6gcDl3x5gTiSg
b-8PZGCtgG5MZKvz9i3B9gCA,HAS_MENU,Chicken_Wrap
u-lTztY8L-q7B9zlfmBI0L0Q,WRITE_REVIEW,r-jdCAgI3VqLyCQZ1halbEnw
u-meRvDvEWtvDcHyJsgLbK9Q,RATE,b-LwXo16VrGPhhOWc_Wj7ifw
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-p9-9LwemCTZ0vjlSpC0fvQ
Garlic_Naan_Fresh,MENU_ATTR_FOR,b-gw0ZS5b5RP3Lzr1BoCbALg
b-AZKhBlrI5vgTBm3j9WwnbA,HAS_MENU,Chicken_Corn_Soup
b-qcqDjeirxvdgW5kQVkEwSA,HAS_REVIEW,r-wIJ-mMuQTz3--mI2Iih1gw
u-YFViCGKGbg-ZclBicvyfsg,WRITE_REVIEW,r-r_0Ff_jC_UZzaYAdh4ByWw
u-klb1-LsZlSlBEEjn2rNZcQ,VISIT,b-8PZGCtgG5MZKvz9i3B9gCA
u-ybRNxMdI3gBjY2OYTMFQYQ,WRITE_REVIEW,r-vX0Hz4N3GUF_KAW46907iw
u-l00a55GxJQXTFVqm9yLGzw,WRITE_REVIEW,r-kg9_U49febhbIBhRaPhTrQ
u-vMtTRr_QO9ESi7ODh6sEHQ,WRITE_REVIEW,r-piPF8o4al2Wqx4HihT_uRQ
u-4UbD7IYobTn01fbL6GHB-Q,WRITE_REVIEW,r-JYSa7RNfko0yhOydriTffw
u-Xd-3racucNVUv1_SVxfvgQ,RATE,b-_PKXarw3GjlbwbXhjdpUMA
u-BsvsJue01pezr1hnGqQ1Lw,RATE,b-MMOEaEcq-bsg_RYWHSC4_g
u-aBjUd4riPiGBCGpWMCH7cw,RATE,b-gXLiBVCHIqoPEw2CaP3QmQ
b-oX6y1Jm1jYLoWifmIrtaSQ,HAS_MENU,Dahi_Sev_Puri
b-Eu-M3y8a5bIxIRXlCj9yHA,HAS_REVIEW,r-oCycEW0cfjCItfBAygSyeA
u-6tNME-MMEjhfv0si0imlhw,WRITE_REVIEW,r-Da5HN1j5j7UmqL08MIixrg
Shisha_Available,MENU_ATTR_FOR,b-h3_Jnt_y0VPaC5x5kCWY0w
u-29M8htOynu1gD8GiA3Rt7A,VISIT,b-pU7L-CQpl4syUwfEGAlb8g
u-0AnezUtzwmaeAYSMvDdLmg,ORDER,Vada_Sambar
u-khRG2oMmAOXA7C1U7P1j4w,VISIT,b-f7RXwcus_-EOsR0q5ctVjw
u-79uQM6mAgJJcmYRtMO_u1Q,WRITE_REVIEW,r-WosXZMnxrR3EEzB8fNBWsw
u-CSLHOFzry6n3g2lLXbbXgQ,VISIT,b-ICUCAzUZFiWkYs7iCtNCQg
u-229XN3DEk9bLKc7RP9juSQ,RATE,b-gA4bnK91phT5FTzG4ki3Dw
Food,IS,Food_Amazing
b-gXLiBVCHIqoPEw2CaP3QmQ,HAS_REVIEW,r-um28gQVeYKEiSzIDAlmVfA
u-kzz4lKJl5b-Kqs6f_H7u3w,VISIT,b-W_9ophRRWO924hn1S-y2Hg
Ambience_Nice,ASPECT_ATTR_FOR,b-oX6y1Jm1jYLoWifmIrtaSQ
u-hHSjcM-Q2dv8e5QXk_1-bA,WRITE_REVIEW,r-jQs6PPjGJ0LrwENk5B3F8A
u-oWGHHR0X-VEu94EZmp9Nbg,WRITE_REVIEW,r-ki31qrJcv_XVoww2JkiBDw
b-qcqDjeirxvdgW5kQVkEwSA,HAS_ASPECT,Service
b-xYpAg60oZVbOtSYgrOKBgQ,HAS_ASPECT,Staff
u-2w-u6meVnnX_gEsOg7p4BQ,ORDER,Palak_Paneer
Price,IS,Price_High
b-xYpAg60oZVbOtSYgrOKBgQ,HAS_REVIEW,r-C9gbL4jU0CJtPvOOUaEh6Q
u-9753eOrBVUepAl3hUoHpiw,VISIT,b-W_9ophRRWO924hn1S-y2Hg
u-550PQtrBHqSUjafvzVzEsQ,WRITE_REVIEW,r-0BmFo1BciDfrMBMLdhKssw
Food_Delicious,ASPECT_ATTR_FOR,b-k9PfKE7KfztoMpOSx25UpA
u-VEZ1vCYnEBsl2ssBoswaZw,VISIT,b-sUGlSS0AF2xPYFEjvKJbSA
b-j4ytRzcmtU4cLMBrhY7jMA,HAS_MENU,Pickles
Food,IS,Food_Good
Butter_Chicken_Good,MENU_ATTR_FOR,b-CvOxwAhmwwy3sQRKYVAjGg
Chicken_Tikka_Masala_Perfect,MENU_ATTR_FOR,b-hubbaEcYPYEZu5Ziz6i0lw
u-9NM0z6f9-zgUmkUMs1Xiig,VISIT,b-35KvoWbA3kEsdckaWqG3OA
b-GC9Re0tKAnecMww3DB638g,HAS_REVIEW,r-PJxVahMKE_9PJV8LiztPmw
u-_GAXUElhkgoSsyCVWGMVmQ,RATE,b-0zTLMQOZhiCp9GFtegiFsw
Service,IS,Rude
u-LFe1mONIKYyFsrNvi5TF4g,VISIT,b-bO_JX-lDo5D5JGZhK5Ly3A
b-kG0N5urz2lkPEBDPjqFR3w,HAS_ASPECT,Menu
Service,IS,Service_Slow
Tandoori_Chicken,IS,Tandoori_Chicken_Cold
Service,IS,Service_Good
u-xz5-2fSiTyAzLybdB9tU7w,WRITE_REVIEW,r-dogVaqGpQchnypfADFFYyw
u-BpNAPKjA2O6rTu5APobHjQ,VISIT,b-MgsOZpYSntKSCzNROiWgYQ
Garlic_Naan,IS,Garlic_Naan_Crisp
Ambience,IS,Ambience_Neat
u-ZNBp1MSOBsAzKAmuWqdtHA,RATE,b-0cf-w9PK5gLkBkitL3bdqw
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_MENU,Dosa
u-WXRMZCokeOaSyekU21zaTw,RATE,b-COfzp0tze_F8N13zn40zzg
u-b6i_SOxMPsD06glfJOclpw,WRITE_REVIEW,r-jFPUUAdcBFNmnZUOJxeNKA
u-ny-CJ25tLDl8_Oi7j-lbxw,WRITE_REVIEW,r-umyZhcDJ8o1_19phBEi2tQ
u-FyEFe1GiL_nBzX1AMaep9A,RATE,b-bO_JX-lDo5D5JGZhK5Ly3A
b-NHDdAZJqS3cf_K6HYxoQ9w,HAS_REVIEW,r-FEeraITx6wW8LPx_ENE_4A
Staff_Friendly,ASPECT_ATTR_FOR,b--p-CuUMzN0HQz9OCQ8SZOA
u-e8ubjLkajDlpzTzt-68geA,WRITE_REVIEW,r-JpgXu0XtFPvzAijO2EX0zQ
u--qKPtWuFaWrkfWyKPcPTXw,VISIT,b-kG0N5urz2lkPEBDPjqFR3w
b-gXLiBVCHIqoPEw2CaP3QmQ,HAS_REVIEW,r-gTj4q-Bovau-ouZIPthL3Q
b-BxkVct02QHybp54ATZgkUQ,HAS_REVIEW,r-IoUdvunmIup7AM-sgIXChg
Service,IS,Service_Prompt
Service_Decent,ASPECT_ATTR_FOR,b-7xA6iSP0Ndn08tpBFQtUKA
b-oX6y1Jm1jYLoWifmIrtaSQ,HAS_MENU,Chicken_Biryani
u-FBxXJxAy_zPUAxlJDTHaVQ,VISIT,b-NHDdAZJqS3cf_K6HYxoQ9w
u-LT836QnQtq3FhntKQ71J2w,VISIT,b-BoiAZQB9AHRvazM055GFOw
Fresh,ASPECT_ATTR_FOR,b-yy_FhzQCeLreV21OBccPAg
u-fDBybzZAL5UDscd33HCXyA,VISIT,b-MMOEaEcq-bsg_RYWHSC4_g
b-0cf-w9PK5gLkBkitL3bdqw,HAS_MENU,Chicken_Korma
u-RfINmpF81jUmeXkW_KmB1w,WRITE_REVIEW,r-_ltAZ9wp3Iv973uNMTfW_w
b-k9PfKE7KfztoMpOSx25UpA,HAS_MENU,Bread
b-Q8uwArm4h8bhsqxw84Gd8w,HAS_MENU,Pulao_Lamb_Rice
Food_Good,ASPECT_ATTR_FOR,b-oX6y1Jm1jYLoWifmIrtaSQ
b-oVuZtlCFg_zF090Nhtp0Ow,HAS_MENU,Indian_Bbq
u-RUEFu7mB6ZMQK550xhnbdw,VISIT,b-xSuR0FK8cHzBLXowCV3Pyw
Staff,IS,Staff_Nice
b-xA6L2w_TlbxHubb1xeBE8w,HAS_REVIEW,r-GdKloN0PJsUkLEK0Cl20ng
u-UmW5fjnUowmdlgvkrtihVw,WRITE_REVIEW,r-DLyWEHigOtZ8s_-pdBwPPA
b-Q8uwArm4h8bhsqxw84Gd8w,HAS_ASPECT,Service
Service,IS,Slow
Food,IS,Food_Good
u-pDAkN1bGqHjpyXy-l0CoAg,VISIT,b-or1daHtUK9b7sqFRPf62GQ
u-cPKCbAf-XlMoGlDHLgPpYQ,ORDER,Chicken
u--s0-KSlNY6S3oIUNMUYw8g,VISIT,b-Pzs43Fkub-6A9hA1zqpF_w
Parking,IS,Parking_Difficult
u-y6vqHtDF1zVqDH5zyXFKvg,WRITE_REVIEW,r-AFe8p8lqx-q4gPSkRQTeVA
b-k9PfKE7KfztoMpOSx25UpA,HAS_REVIEW,r-lMzhWkiXobGJLvTdHPhlog
u-Vqx_NN9MCo-L9n_8gvAXUQ,VISIT,b-AZKhBlrI5vgTBm3j9WwnbA
b-De8Z9rLZOmf-icp3gDxCZA,HAS,Masala
u-pj7M1RIWV0caCp7Kj91JxA,VISIT,b-mOsKIonnlHllP9gfbXdgnQ
b-c4qE3ygdEQUD9dZjganavA,HAS_ASPECT,Food
Service,IS,Service_Good
u-Icl6FPyBNFm6VREuL32XEA,RATE,b-TTCZkfxt0GW8YUzdVe0PrA
u-_hJBdcaVc5QCvninKGpMUg,RATE,b-Pzs43Fkub-6A9hA1zqpF_w
u-KakQUoJZlE9EMDRlznLxJg,RATE,b-MgsOZpYSntKSCzNROiWgYQ
Food_Fantastic,ASPECT_ATTR_FOR,b-8PZGCtgG5MZKvz9i3B9gCA
Lamb_Biryani_Delicious,MENU_ATTR_FOR,b-DKqhCd3Vwl3CEo8vUHhLYg
b-3frFidAcPVYAFB2RxxkIdA,HAS_REVIEW,r-IVSWODTMun32lMy2TuTOBw
u-ce5beSlZZziUJUii1-c9FA,VISIT,b-j9YFHVQqxM_qKHIc4nck-A
u-frFpe-6mkJrWDR7wyk96UQ,VISIT,b-gw0ZS5b5RP3Lzr1BoCbALg
Decor_Great,ASPECT_ATTR_FOR,b-ZNdV9ytExuxPTXSN8i2xhw
b-scM6rLQqoz5dEIgwz_JFsg,IS,Inadequate
Staff,IS,Staff_Friendly
b-j9YFHVQqxM_qKHIc4nck-A,HAS_ASPECT,Service
b-Dd1w7xR7Xs3bthwusgy33Q,HAS_REVIEW,r-lQgfjCcr6Fb5b0ZVXHt4Gg
b-hubbaEcYPYEZu5Ziz6i0lw,HAS_MENU,Mantra_Masala
Food_Ready,ASPECT_ATTR_FOR,b-nbf4o8gUP2y9JKFE2wBO2A
Food,IS,Food_Delicious
Price,IS,Price_Great
b-V_jIfMz9Z7a5mthleRq0_w,HAS_REVIEW,r-mcojtS3v4EkEAZokzPfd1g
u-GbE4b9qRrrOEAvRFXvZrfQ,VISIT,b-jb0-JZMt-6Khsh-VwsDtLQ
u-e36kRKyjB36CzB0Bkdk8ow,WRITE_REVIEW,r-iJth0_U7kbK4VDx6MBfO8g
b-8grTRpmD9JYRPWayoLxg0w,HAS_REVIEW,r-jHj7nLMZmEdADKRin60mUw
u-3kWltF8RUs05nzFp4nEwEg,RATE,b-YywWkWX235ZurTWSLqNPog
b-0Hy2VE9tqTo4QbovMz3xrQ,HAS_ASPECT,Delivery
Food,IS,Food_Expensive
u-2mKI7s51PD-W5t8CrCRjNA,WRITE_REVIEW,r-D4dxkypFBS4TAVj5wt7w1g
u-FH1zzokLaW3C7meH7HQF9A,WRITE_REVIEW,r-3VOZpmR73f5kwQ7stezsWw
u-URYMJ8cqvUXjI9LMlIwycg,RATE,b-oX6y1Jm1jYLoWifmIrtaSQ
b-V_jIfMz9Z7a5mthleRq0_w,HAS_REVIEW,r-iyL46k0eJUAQsOrQ4WsCew
b-TTCZkfxt0GW8YUzdVe0PrA,HAS_REVIEW,r-spu0rAC_WZPbIRMS4PkU7A
b-7vgWonwfqRt9pxR1c00Ulw,HAS_ASPECT,Service
u-9tY4wJuJ5_HFW2CwfNoIIQ,WRITE_REVIEW,r-iJJO385EVApasKAnSxpRsQ
Service_Excellent,ASPECT_ATTR_FOR,b-xYpAg60oZVbOtSYgrOKBgQ
Sambar,IS,Sambar_Tasty
b-0cf-w9PK5gLkBkitL3bdqw,HAS_MENU,Lamb_Biryani
b-S4qUsi44l5D9BbUCkhwQEA,HAS_REVIEW,r-xQcdutd_2rcQgS7ML-wuqw
b-SxuD7iY8QO88PNbSdNmNKg,HAS_MENU,Vegetable_Biryani
b-xSuR0FK8cHzBLXowCV3Pyw,HAS_REVIEW,r-EPIkkze9x9Ivv4DlzNtzzw
u-8ERB5c1CaRkW990-RNG7zQ,ORDER,Naan
u-DVOOF0Z627DyrZ4XKQbTgA,ORDER,Chow_Mein
u-pMefTWo6gMdx8WhYSA2u3w,ORDER,Rice
Pav_Bhaji,IS,Pav_Bhaji_Decent
u-1qz_GeNXPKT-e0mSdhtOhg,RATE,b-xYpAg60oZVbOtSYgrOKBgQ
u-aiKbXyRy-WxJNMCussaefg,WRITE_REVIEW,r-THx5wBvVSJq-9HRhOtAiAg
u-DGaiqKzuZxc9HY2WOcyLoQ,WRITE_REVIEW,r-y3jZL0tPkXz3wD-l9j9kLA
b-idrN6XWKErG6nKDsEMNbOQ,HAS_ASPECT,Service
Food,IS,Food_Delicious
b-5eDg_Y2N6aU_k7tIxoFXTg,HAS_REVIEW,r-hV3nmUumiRrZe8jdw3dALw
Food_Fresh,ASPECT_ATTR_FOR,b-sUGlSS0AF2xPYFEjvKJbSA
u-Xx1JKB3Zf8XKA2O6-qsjVA,VISIT,b-dg4EMyM1feTEWfLPSbunrg
Veg_Dum_Biryani_Tasty,MENU_ATTR_FOR,b-TTCZkfxt0GW8YUzdVe0PrA
b-jb0-JZMt-6Khsh-VwsDtLQ,HAS_REVIEW,r-5PwzpIhbP8fqWPbDBKJpJg
b-MMOEaEcq-bsg_RYWHSC4_g,HAS_MENU,Chicken
u-WdRJAIUZ8kcdYjq4krUyoA,WRITE_REVIEW,r-i3HeqV3r2THbyuMT9GzDSg
b-j4ytRzcmtU4cLMBrhY7jMA,HAS_REVIEW,r-yf7qiO-zctKxa-ovPvrLog
Pakora_Good,MENU_ATTR_FOR,b-XvuUYiJYAAiNC4AmdbBZ8g
u-WcLp2MB0EloBPPEc5RDUAw,RATE,b-3wJ4kJsJhayyfJ30HsS04g
u-kB9QPxar7HLKIpK7qeMnFA,VISIT,b-ZDx7kt4aOPTlmYTqXDrTGA
u-KWBFh1a5ANwVwVGviWevDg,VISIT,b-W_9ophRRWO924hn1S-y2Hg
u-mFpbixN0lU98YHZcg7BIKQ,WRITE_REVIEW,r-wuk8ku1BhWEmFpuD6gz_Lg
Naan,IS,Naan_Fresh
u-JdxXRU7NISZmjKfdwwM8VQ,LOVE,Food
Samosa,IS,Delicious
b-oX6y1Jm1jYLoWifmIrtaSQ,HAS_ASPECT,Food
u-QEyj98qQ_cM4YbIWeKcSfA,WRITE_REVIEW,r-Z-Lgef80WcvlT4-fg6rNjw
Food,IS,Well
b-7xA6iSP0Ndn08tpBFQtUKA,HAS_ASPECT,Food
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_ASPECT,Food
Samosa_Sweet,MENU_ATTR_FOR,b-LwXo16VrGPhhOWc_Wj7ifw
u-s0e4dQpJL6WJKQyL_f4onA,WRITE_REVIEW,r-MWQkDoj3Z15HaLPxhEcgOA
Food,IS,Food_Horrible
u-4bxhIKz9ePWqD93UkEjnbg,WRITE_REVIEW,r-d2_uPSHelyPGcftNtDp8PQ
b-CvOxwAhmwwy3sQRKYVAjGg,HAS_MENU,Naan
b-Dd1w7xR7Xs3bthwusgy33Q,HAS_MENU,Pavbhaji
u-dQm7mXUyHfKBmUj0aQMSnQ,RATE,b-oVuZtlCFg_zF090Nhtp0Ow
b-SxuD7iY8QO88PNbSdNmNKg,HAS_REVIEW,r-UlsMUGVqY9bfxb1-80IPJg
u-V8IlL_SNMqcy8xNdlvx0qw,VISIT,b--p-CuUMzN0HQz9OCQ8SZOA
b-oX6y1Jm1jYLoWifmIrtaSQ,HAS_ASPECT,Staff
u-u0ZIoHFTYoGxhxy7H608Jg,RATE,b-SxuD7iY8QO88PNbSdNmNKg
u-eKfWWRDvDRmO9h9E8_WpcQ,VISIT,b-XvuUYiJYAAiNC4AmdbBZ8g
u-j3M8vbfJLnmaZroWtabVaQ,WRITE_REVIEW,r-9yvBfI4Wnds4uFK8y59_iA
u-DzMV5nTn46Gal-fMRuq6Ug,WRITE_REVIEW,r-XQ-fgx-dRA66XgSRPi123Q
b-S4qUsi44l5D9BbUCkhwQEA,HAS_REVIEW,r-Pd_rSmL88062AR-ijkUoZQ
u-MW2pHbbkYIh92CWfpi6q1g,VISIT,b-TTCZkfxt0GW8YUzdVe0PrA
Chutney,HAS,Naan_Bread
u-F9SQf5gkni1Ux4uTcqFQfg,VISIT,b-eRZuxjnaMviiVyvhejwTBQ
b-qcqDjeirxvdgW5kQVkEwSA,HAS_MENU,Amber
Food,IS,Food_Terrible
Garlic_Naan,IS,Garlic_Naan_Delicious
Goat_Curry_Delicious,MENU_ATTR_FOR,b-yy_FhzQCeLreV21OBccPAg
Sweet,MENU_ATTR_FOR,b-vZu3xxlMQSqFngDgdFLfXg
b-Dd1w7xR7Xs3bthwusgy33Q,HAS_ASPECT,Taste
u-PPSljqrvJ1AuIp4mi12qAg,RATE,b-5eDg_Y2N6aU_k7tIxoFXTg
Food_Fantastic,ASPECT_ATTR_FOR,b-LwXo16VrGPhhOWc_Wj7ifw
u-4oTUo9_a4pxKstYc6aV8FA,ORDER,Gobi
b-XvuUYiJYAAiNC4AmdbBZ8g,HAS_MENU,Tandoori_Grill
u-eyKgIIoDqyId0AjTjS6hNg,ORDER,Beer
Naan,IS,Naan_Fantastic
b-Eu-M3y8a5bIxIRXlCj9yHA,HAS_MENU,Sauce
b-RE4qn28MEiDrM1PbdYVgxA,HAS_REVIEW,r-FywyX65jYIpF9ZYmoPPRaw
b-oVuZtlCFg_zF090Nhtp0Ow,HAS_REVIEW,r-LYLX0tRMgiu1i6rFN0ylXQ
u--dU4bnGQ8kYh9CniHtDIlQ,RATE,b-OZwMMnRncrp7_uC-N3vV1Q
u-ecw7Pf2p67lU5cJZksjL6g,VISIT,b-gA4bnK91phT5FTzG4ki3Dw
u-scES1M2mUffQYy7wMuQeWQ,WRITE_REVIEW,r-286WxNrQsUg32J9OJrxYBw
u-eUiAbOh5AbbRAlBHlCTAYw,HAS_FRIEND,u-JnPIjvC0cmooNDfsa9BmXg
u-bQEgLSrldvu55QC8FFF2EQ,WRITE_REVIEW,r-bx-FRApbyJjLjPDdf-e75A
b-nbf4o8gUP2y9JKFE2wBO2A,HAS_ASPECT,Customer_Service
u-cfnq8BufKtd0YYCuCXzwKw,RATE,b-oX6y1Jm1jYLoWifmIrtaSQ
Service_Bad,ASPECT_ATTR_FOR,b-xA6L2w_TlbxHubb1xeBE8w
u-O0evs8847ecEkeFMEuK4PA,VISIT,b-8PZGCtgG5MZKvz9i3B9gCA
Good,MENU_ATTR_FOR,b-3frFidAcPVYAFB2RxxkIdA
Staff_Friendly,ASPECT_ATTR_FOR,b-gA4bnK91phT5FTzG4ki3Dw
Food_Excellent,ASPECT_ATTR_FOR,b-j4ytRzcmtU4cLMBrhY7jMA
b-DKqhCd3Vwl3CEo8vUHhLYg,HAS_MENU,Garlic_Naan
b-ZNdV9ytExuxPTXSN8i2xhw,HAS_MENU,Dinner
b-kfwpXBsMQLqhUvscWB6b9g,HAS_REVIEW,r-uUltLXNFKadt6_PbxKR-pQ
u-g-N8YwilIyzfa97KjgLVPw,WRITE_REVIEW,r-LvuOuzKRHUPoiSw31r0JGw
Food,IS,Delicious
u-yzfE1NLzzlkcM_yrRZHyzg,VISIT,b-3frFidAcPVYAFB2RxxkIdA
Taste_Well,ASPECT_ATTR_FOR,b-P4zWgzYzy03D9LeDTpKuDg
Food_Outstanding,ASPECT_ATTR_FOR,b-W_9ophRRWO924hn1S-y2Hg
Sauce,IS,Sauce_Delicious
u-qUL3CdRRF1vedNvaq06rIA,ORDER,Chicken
u-69Re2ML7bMcaTbvVinwsqQ,VISIT,b-geMa0_CtMOctkUhf_JXK9Q
u-5xGEBRzywWVkG0IjWepqgQ,VISIT,b-Eu-M3y8a5bIxIRXlCj9yHA
Menu_Richer,ASPECT_ATTR_FOR,b-S4qUsi44l5D9BbUCkhwQEA
b-W_9ophRRWO924hn1S-y2Hg,HAS_REVIEW,r-VoKz_zuvzs_7o7KmDECCIQ
u-Hh5ZtUanXTARKJ6Bwnj8RA,RATE,b-gXLiBVCHIqoPEw2CaP3QmQ
Biryani_Amazing,MENU_ATTR_FOR,b-dg4EMyM1feTEWfLPSbunrg
Food_Delicious,ASPECT_ATTR_FOR,b-f7RXwcus_-EOsR0q5ctVjw
b-vZu3xxlMQSqFngDgdFLfXg,HAS_REVIEW,r-sVZWYzvVaOZlLlOGCYGJFg
b-gXLiBVCHIqoPEw2CaP3QmQ,HAS_CATEGORY,Desserts
b-8PZGCtgG5MZKvz9i3B9gCA,HAS_REVIEW,r-_ebVsBfYofZXXGTnltpYKA
u-nCRPCQE7E1PV83uQrIf7Cw,RATE,b-8grTRpmD9JYRPWayoLxg0w
u-gEyjDBWMV7jUrS6QbCrBrA,WRITE_REVIEW,r-2K0IG6wtBsxRo-s-6m6F_A
Lamb_Soup,IS,Lamb_Soup_Good
u-QnQ6NK3fxY4lQXOMT8Xf_g,WRITE_REVIEW,r-BqYsyzN8doML5heydgWsuA
u-FRnNgOvEWJvxo7h9np3RSw,VISIT,b-P4h8kgy_48oE9vCHJc4BCQ
u-fe2OygvNOAbPPmnEbfZDCA,VISIT,b-ICUCAzUZFiWkYs7iCtNCQg
b-LwXo16VrGPhhOWc_Wj7ifw,HAS_MENU,Vegetarian_Dishes
b-Pzs43Fkub-6A9hA1zqpF_w,IS,Unreal
Naan_Crisp,MENU_ATTR_FOR,b-sUGlSS0AF2xPYFEjvKJbSA
u-4_WuH-Sl81zUp6PJ1eLLSw,WRITE_REVIEW,r-mUZngI5vEH309kE5l4Z-uQ
b-P4h8kgy_48oE9vCHJc4BCQ,HAS_MENU,Biryani
u-JNIQzSzS6GZPv8mPBscJeA,WRITE_REVIEW,r-hBtARTtkV04Xo1QfxxFi6g
